loss,duplicates
2.321640968322754,0
2.8931641578674316,0
3.0954389572143555,0
2.089953660964966,0
2.2979321479797363,0
2.782193660736084,0
2.3464932441711426,0
2.1876766681671143,0
2.532386064529419,0
2.665618419647217,0
2.2340853214263916,0
2.2827517986297607,0
2.4416821002960205,0
2.768704652786255,0
2.6173887252807617,0
2.917365789413452,0
2.018563747406006,0
2.8510546684265137,0
2.6567416191101074,0
1.3290282487869263,0
2.172513484954834,0
2.821598768234253,0
2.5938568115234375,0
2.597834825515747,0
1.8265185356140137,0
2.362351179122925,0
3.0751028060913086,0
2.385420083999634,0
3.1990625858306885,0
2.4567930698394775,0
2.6237337589263916,0
2.804628372192383,0
2.029418468475342,0
2.8744592666625977,0
2.5502560138702393,0
2.8528013229370117,0
2.7986161708831787,0
3.059976816177368,0
2.653252601623535,0
3.308178424835205,0
2.2297301292419434,0
2.587416172027588,0
2.2864396572113037,0
2.5938329696655273,0
2.892307758331299,0
2.0989701747894287,0
2.8230035305023193,0
1.3414561748504639,0
2.751962423324585,0
2.8293955326080322,0
2.66691517829895,0
3.319655179977417,0
3.0746970176696777,0
2.39756441116333,0
2.422886371612549,0
2.3170247077941895,0
2.7606184482574463,0
2.193239212036133,0
2.263444662094116,0
2.413588523864746,0
2.7617900371551514,0
2.8070969581604004,0
2.1211018562316895,0
2.1516571044921875,0
2.817293643951416,0
2.6216957569122314,0
2.4172656536102295,0
2.5211408138275146,0
1.9013035297393799,0
2.7618203163146973,0
2.7350049018859863,0
2.108489751815796,0
2.4496378898620605,0
2.493727207183838,0
2.3366951942443848,0
2.5755341053009033,0
2.825489044189453,0
2.3017516136169434,0
2.750368595123291,0
2.9482150077819824,0
2.761046886444092,0
3.1170125007629395,0
2.997814893722534,0
2.614915609359741,0
2.26643443107605,0
1.7801179885864258,0
2.9448933601379395,0
1.9959142208099365,0
2.7015998363494873,0
2.200023889541626,0
3.1116061210632324,0
2.4973304271698,0
2.8305838108062744,0
2.8861401081085205,0
2.6410512924194336,0
1.914897084236145,0
2.558615207672119,0
2.0719754695892334,0
2.7038121223449707,0
2.43402361869812,0
2.5888078212738037,0
2.698458433151245,0
2.6068217754364014,0
3.122729778289795,0
2.6581003665924072,0
2.8118369579315186,0
2.8791582584381104,0
3.264845609664917,0
2.418703079223633,0
2.572819471359253,0
2.4227590560913086,0
2.879993200302124,0
2.450855016708374,0
2.6032984256744385,0
2.539504051208496,0
2.9059629440307617,0
2.596705675125122,0
2.4770164489746094,0
2.664078712463379,0
2.500394344329834,0
2.392167568206787,0
