loss,duplicates
3.285364866256714,0
3.255371570587158,0
3.446065902709961,0
2.765836477279663,0
2.7544469833374023,0
3.0959770679473877,0
2.8324191570281982,0
2.5202178955078125,0
2.7713403701782227,0
2.9726741313934326,0
2.578343391418457,0
2.84881854057312,0
2.9336206912994385,0
3.206570863723755,0
3.15330171585083,0
3.2703309059143066,0
2.4167094230651855,0
3.2861239910125732,0
3.086171865463257,0
1.5836139917373657,0
2.6669838428497314,0
3.2942988872528076,0
2.9239277839660645,0
2.9024786949157715,0
2.2900357246398926,0
2.730144739151001,0
3.5971243381500244,0
2.830406904220581,0
3.5803091526031494,0
2.740022897720337,0
2.9148736000061035,0
3.0169901847839355,0
2.599627733230591,0
3.213916301727295,0
2.9777307510375977,0
3.4354755878448486,0
3.4415395259857178,0
3.6441149711608887,0
3.1024835109710693,0
3.7074530124664307,0
2.4806246757507324,0
2.8551621437072754,0
2.7243247032165527,0
2.9361412525177,0
3.210860252380371,0
2.4606878757476807,0
3.074521064758301,0
2.3518145084381104,0
3.1685967445373535,0
3.0523555278778076,0
2.9824509620666504,0
3.8873631954193115,0
3.573578119277954,0
2.7345919609069824,0
2.709009885787964,0
2.9577901363372803,0
3.281292200088501,0
2.745008945465088,0
2.517939805984497,0
3.0205800533294678,0
3.016044855117798,0
3.1068122386932373,0
2.523291826248169,0
2.4531607627868652,0
3.1118686199188232,0
2.975897789001465,0
2.7778775691986084,0
2.8714418411254883,0
2.3033666610717773,0
3.1155459880828857,0
3.1147587299346924,0
2.466212511062622,0
2.9790844917297363,0
2.956763505935669,0
2.7468037605285645,0
2.815423011779785,0
3.335955858230591,0
2.8305866718292236,0
3.051318645477295,0
3.2304282188415527,0
3.272151231765747,0
3.498098373413086,0
3.3064968585968018,0
2.8032116889953613,0
2.643660068511963,0
2.255929946899414,0
3.3588571548461914,0
2.461337089538574,0
3.0617687702178955,0
2.576056957244873,0
3.5279223918914795,0
3.094776153564453,0
3.2893781661987305,0
3.2385544776916504,0
3.0482091903686523,0
2.3480257987976074,0
3.028456449508667,0
2.778393268585205,0
3.111872911453247,0
2.904480218887329,0
2.8567984104156494,0
3.086771011352539,0
2.98272442817688,0
3.5464229583740234,0
3.001464605331421,0
3.0698165893554688,0
3.269501209259033,0
3.636141300201416,0
2.8670012950897217,0
3.1536688804626465,0
2.8035144805908203,0
3.2532970905303955,0
2.9688212871551514,0
2.9804675579071045,0
2.9635186195373535,0
3.23116135597229,0
3.0642073154449463,0
2.9087562561035156,0
3.0705573558807373,0
2.9373855590820312,0
2.773710012435913,0
2.925579071044922,0
2.9297752380371094,0
3.0568222999572754,0
2.9258787631988525,0
2.9637134075164795,0
2.835418224334717,0
2.6798524856567383,0
2.5631000995635986,0
2.949554681777954,0
2.9762275218963623,0
