loss,duplicates
2.9694972038269043,0
3.100151777267456,0
3.487614631652832,0
2.5752322673797607,0
2.6875839233398438,0
2.928208827972412,0
2.633284091949463,0
2.4657092094421387,0
2.7330896854400635,0
2.951777696609497,0
2.530235528945923,0
2.671574354171753,0
2.70314884185791,0
3.0935256481170654,0
3.065786600112915,0
3.1491904258728027,0
2.3694252967834473,0
3.1354498863220215,0
3.007387161254883,0
1.520472526550293,0
2.5286598205566406,0
3.201921224594116,0
2.7823104858398438,0
2.8665666580200195,0
2.0519537925720215,0
2.657029151916504,0
3.4316956996917725,0
2.754079580307007,0
3.4225826263427734,0
2.6996636390686035,0
2.8554816246032715,0
3.048896074295044,0
2.439718723297119,0
3.2298848628997803,0
2.810067653656006,0
3.441769599914551,0
3.228484869003296,0
3.372875452041626,0
2.9507498741149902,0
3.5574376583099365,0
2.412682056427002,0
2.806907892227173,0
2.5926971435546875,0
2.8789055347442627,0
3.1076338291168213,0
2.3682613372802734,0
3.015754461288452,0
1.922154188156128,0
3.133354902267456,0
2.9784936904907227,0
2.9089415073394775,0
3.777103900909424,0
3.4864766597747803,0
2.6462154388427734,0
2.5661752223968506,0
2.688891649246216,0
3.257073402404785,0
2.712860345840454,0
2.463561534881592,0
2.925152540206909,0
2.999537944793701,0
2.897204875946045,0
2.2131612300872803,0
2.4072985649108887,0
3.0179669857025146,0
2.840200185775757,0
2.6090357303619385,0
2.890993595123291,0
2.270476818084717,0
3.0318515300750732,0
3.0066680908203125,0
2.3287298679351807,0
2.903191328048706,0
2.7973999977111816,0
2.619840383529663,0
2.7232751846313477,0
3.138282060623169,0
2.6402969360351562,0
3.0382354259490967,0
3.0706892013549805,0
2.9572269916534424,0
3.3305625915527344,0
3.1829655170440674,0
2.77939510345459,0
2.511930465698242,0
2.114022731781006,0
3.160663366317749,0
2.275266170501709,0
2.9681310653686523,0
2.42232608795166,0
3.4415252208709717,0
2.851392984390259,0
3.1550681591033936,0
3.2367944717407227,0
2.952502489089966,0
2.518826961517334,0
2.8398447036743164,0
2.548821449279785,0
2.965095281600952,0
2.7420952320098877,0
2.7937440872192383,0
2.8940963745117188,0
2.8552122116088867,0
3.4104154109954834,0
2.8103671073913574,0
3.027808904647827,0
3.093139886856079,0
3.635937213897705,0
2.8404057025909424,0
3.0915815830230713,0
2.6740026473999023,0
3.210148334503174,0
2.8322932720184326,0
2.896134376525879,0
2.8278515338897705,0
3.066204786300659,0
2.9243922233581543,0
2.742117404937744,0
2.936955451965332,0
2.8123490810394287,0
2.5781280994415283,0
2.907649278640747,0
2.7328968048095703,0
2.7312965393066406,0
2.770643711090088,0
2.772916793823242,0
2.6753931045532227,0
2.529198408126831,0
2.6065478324890137,0
2.837177038192749,0
2.8667385578155518,0
3.0685906410217285,0
2.8029391765594482,0
3.004838466644287,0
3.1819934844970703,0
3.0005764961242676,0
2.8360202312469482,0
2.8707821369171143,0
2.680813789367676,0
2.267347574234009,0
3.058767557144165,0
2.8318769931793213,0
2.790687084197998,0
2.865020751953125,0
2.84010648727417,0
2.632488965988159,0
3.5878233909606934,0
3.031993865966797,0
2.9176902770996094,0
2.8750226497650146,0
2.5159831047058105,0
2.341320276260376,0
2.3502275943756104,0
2.950946569442749,0
2.809705972671509,0
2.75901198387146,0
3.046854019165039,0
3.2622337341308594,0
3.009798049926758,0
3.057267427444458,0
3.254197359085083,0
2.752373456954956,0
2.993307113647461,0
2.900791883468628,0
3.011458396911621,0
3.182389736175537,0
3.7387030124664307,0
2.9102401733398438,0
2.6360580921173096,0
3.2703616619110107,0
2.8414132595062256,0
2.6161623001098633,0
2.7235822677612305,0
3.0665032863616943,0
2.695122480392456,0
2.5340635776519775,0
3.3496780395507812,0
3.0455212593078613,0
3.1700024604797363,0
2.7379961013793945,0
2.757734775543213,0
2.9523558616638184,0
2.7139532566070557,0
3.093228578567505,0
2.6175425052642822,0
3.372880697250366,0
2.355679988861084,0
3.2876317501068115,0
2.814990758895874,0
2.4897868633270264,0
3.223597764968872,0
2.73319935798645,0
2.530039072036743,0
2.1040079593658447,0
3.5025923252105713,0
3.2581474781036377,0
3.3042995929718018,0
3.1372389793395996,0
3.175774097442627,0
2.613658905029297,0
2.5345492362976074,0
3.344865560531616,0
1.6942933797836304,0
2.7674593925476074,0
3.4447498321533203,0
2.6611735820770264,0
2.6576483249664307,0
2.8128559589385986,0
2.7404367923736572,0
2.6885933876037598,0
2.53574800491333,0
2.77158784866333,0
3.4410738945007324,0
2.573331117630005,0
3.121084213256836,0
2.538726568222046,0
2.7471187114715576,0
2.8795166015625,0
2.9554712772369385,0
3.119234561920166,0
2.8649823665618896,0
3.0658016204833984,0
3.2937986850738525,0
2.5223450660705566,0
2.795772075653076,0
2.7746121883392334,0
3.1136577129364014,0
2.4818062782287598,0
3.414517879486084,0
2.915653705596924,0
2.9744880199432373,0
2.3351376056671143,0
2.912224769592285,0
2.85296893119812,0
2.600719928741455,0
2.6328747272491455,0
2.687904119491577,0
2.4139440059661865,0
2.928875207901001,0
2.2855570316314697,0
3.069566249847412,0
2.762511968612671,0
3.0016708374023438,0
2.3702518939971924,0
3.0017895698547363,0
2.994659900665283,0
2.9030778408050537,0
2.6441962718963623,0
3.060788154602051,0
3.198354959487915,0
2.836578369140625,0
2.782742738723755,0
2.4227137565612793,0
2.973060369491577,0
3.34478497505188,0
2.9567532539367676,0
2.9800515174865723,0
2.328172445297241,0
2.019484043121338,0
1.6114627122879028,0
3.1343374252319336,0
3.270995616912842,0
2.7947404384613037,0
2.816716432571411,0
2.7625553607940674,0
3.0131280422210693,0
2.5989108085632324,0
2.507594585418701,0
3.6958389282226562,0
3.2412378787994385,0
2.640324831008911,0
3.822920560836792,0
2.7703444957733154,0
3.3622381687164307,0
3.230452060699463,0
2.551300048828125,0
1.9044556617736816,0
2.586867332458496,0
2.432689905166626,0
2.9742887020111084,0
2.9863409996032715,0
3.547279119491577,0
2.6896274089813232,0
3.092386484146118,0
3.075807571411133,0
2.9280221462249756,0
3.156597375869751,0
2.862252712249756,0
3.1297736167907715,0
2.5048022270202637,0
3.0764198303222656,0
2.805589199066162,0
2.1904122829437256,0
3.1957919597625732,0
2.900761604309082,0
3.325251817703247,0
3.2003400325775146,0
3.3917899131774902,0
2.761155366897583,0
3.1450610160827637,0
2.751368522644043,0
2.7013092041015625,0
2.892503261566162,0
3.142935276031494,0
2.6654696464538574,0
2.639380693435669,0
2.993981122970581,0
2.876314640045166,0
2.816354274749756,0
2.4928605556488037,0
2.9798030853271484,0
2.91939115524292,0
3.1148619651794434,0
2.843785285949707,0
2.897559642791748,0
2.5172839164733887,0
3.0693304538726807,0
2.985291004180908,0
3.1624433994293213,0
2.987771987915039,0
3.443695068359375,0
2.8001856803894043,0
2.7269504070281982,0
2.8467226028442383,0
3.0255701541900635,0
3.3720145225524902,0
2.791238784790039,0
2.6217072010040283,0
2.776746988296509,0
2.7406363487243652,0
2.697129249572754,0
3.2315056324005127,0
3.2487494945526123,0
2.6937286853790283,0
2.4493513107299805,0
2.769317865371704,0
3.1087048053741455,0
2.950132369995117,0
2.6703598499298096,0
3.2975189685821533,0
3.2883048057556152,0
2.635248899459839,0
2.509765386581421,0
2.485891103744507,0
2.7371301651000977,0
2.8531441688537598,0
3.6502397060394287,0
3.3163766860961914,0
2.368093729019165,0
3.16473650932312,0
3.2165563106536865,0
2.939380407333374,0
2.6291394233703613,0
3.003091812133789,0
3.0745599269866943,0
2.6908555030822754,0
2.776679515838623,0
3.21178936958313,0
1.5220855474472046,0
2.0074875354766846,0
2.8417766094207764,0
2.4070730209350586,0
3.133002758026123,0
3.1844682693481445,0
2.4068820476531982,0
2.805081605911255,0
3.228383779525757,0
2.945040225982666,0
3.1220555305480957,0
2.858351945877075,0
2.7860753536224365,0
2.8460872173309326,0
2.783836603164673,0
2.750833749771118,0
2.990096092224121,0
2.2283284664154053,0
2.9982106685638428,0
2.7220253944396973,0
3.0572543144226074,0
2.3144819736480713,0
2.596437692642212,0
2.544544219970703,0
2.736158847808838,0
3.278702974319458,0
